provinceID, provinceName, loc, county, countyloc, duchy, duchyloc, kingdom, kingdomloc, region, terrain, type, X, Y, rgb, area (pixels), county area, duchy area, kingdom area

1, b_vestfirdir, Vestfirðir, c_vestisland, Vestrland, d_iceland, Iceland, k_norway, Norway world_europe_north, mountains, inhabitable, X:271, Y:3950, rgb(42, 3, 128), AREA: 4185, County Area: 13299, Duchy Area: 35255, Kingdom Area: 147219;
8052, b_badagry, Badagry, c_ifonyin, Ifonyin, d_ibadan, Ibadan, k_yorubaland, Yorubaland world_africa_west, jungle, inhabitable, X:1317, Y:148, rgb(92, 87, 26), AREA: 495, County Area: 1729, Duchy Area: 7255, Kingdom Area: 34075;
8053, b_ilaro, Ilaro, c_ifonyin, Ifonyin, d_ibadan, Ibadan, k_yorubaland, Yorubaland world_africa_west, jungle, inhabitable, X:1328, Y:164, rgb(134, 90, 154), AREA: 632, County Area: 1729, Duchy Area: 7255, Kingdom Area: 34075;
8054, b_ibarapa, Ibarapa, c_ketu, Ketu, d_ibadan, Ibadan, k_yorubaland, Yorubaland world_africa_west, forest, inhabitable, X:1328, Y:200, rgb(176, 93, 27), AREA: 646, County Area: 1635, Duchy Area: 7255, Kingdom Area: 34075;
8055, b_igana, Igana, c_igana, Igana, d_oyo, Oyo, k_yorubaland, Yorubaland world_africa_west, drylands, inhabitable, X:1308, Y:217, rgb(8, 96, 155), AREA: 681, County Area: 1974, Duchy Area: 11773, Kingdom Area: 34075;
8056, b_iseyin, Iseyin, c_igana, Igana, d_oyo, Oyo, k_yorubaland, Yorubaland world_africa_west, forest, inhabitable, X:1333, Y:221, rgb(50, 99, 28), AREA: 524, County Area: 1974, Duchy Area: 11773, Kingdom Area: 34075;
8057, b_igbodo-saki, Igbodo-Saki, c_igana, Igana, d_oyo, Oyo, k_yorubaland, Yorubaland world_africa_west, drylands, inhabitable, X:1333, Y:240, rgb(92, 102, 156), AREA: 769, County Area: 1974, Duchy Area: 11773, Kingdom Area: 34075;
8058, b_otefan, Otefan, c_oyo, Oyo, d_oyo, Oyo, k_yorubaland, Yorubaland world_africa_west, forest, inhabitable, X:1359, Y:230, rgb(134, 105, 29), AREA: 530, County Area: 4010, Duchy Area: 11773, Kingdom Area: 34075;
8059, b_ogbomoso, Ogbomoso, c_oyo, Oyo, d_oyo, Oyo, k_yorubaland, Yorubaland world_africa_west, forest, inhabitable, X:1399, Y:219, rgb(176, 108, 157), AREA: 870, County Area: 4010, Duchy Area: 11773, Kingdom Area: 34075;
8060, b_oyo, Oyo, c_oyo, Oyo, d_oyo, Oyo, k_yorubaland, Yorubaland world_africa_west, jungle, inhabitable, X:1377, Y:208, rgb(8, 111, 30), AREA: 665, County Area: 4010, Duchy Area: 11773, Kingdom Area: 34075;
8061, b_ijaye, Ijaye, c_ibadan, Ibadan, d_ibadan, Ibadan, k_yorubaland, Yorubaland world_africa_west, forest, inhabitable, X:1352, Y:205, rgb(50, 114, 158), AREA: 525, County Area: 1572, Duchy Area: 7255, Kingdom Area: 34075;
8062, b_ibadan, Ibadan, c_ibadan, Ibadan, d_ibadan, Ibadan, k_yorubaland, Yorubaland world_africa_west, jungle, inhabitable, X:1361, Y:184, rgb(92, 117, 31), AREA: 478, County Area: 1572, Duchy Area: 7255, Kingdom Area: 34075;
8063, b_abeokuta, Abeokuta, c_ibadan, Ibadan, d_ibadan, Ibadan, k_yorubaland, Yorubaland world_africa_west, forest, inhabitable, X:1345, Y:177, rgb(134, 120, 159), AREA: 569, County Area: 1572, Duchy Area: 7255, Kingdom Area: 34075;
8064, b_ikorodu, Ikorodu, c_ijebu, Ijebu, d_ife, Ife, k_yorubaland, Yorubaland world_africa_west, jungle, inhabitable, X:1348, Y:147, rgb(176, 123, 32), AREA: 514, County Area: 1070, Duchy Area: 7296, Kingdom Area: 34075;
8065, b_ijebu, Ijebu, c_ijebu, Ijebu, d_ife, Ife, k_yorubaland, Yorubaland world_africa_west, jungle, inhabitable, X:1360, Y:156, rgb(8, 126, 160), AREA: 556, County Area: 1070, Duchy Area: 7296, Kingdom Area: 34075;
8066, b_owu, Owu, c_owu, Owu, d_ife, Ife, k_yorubaland, Yorubaland world_africa_west, jungle, inhabitable, X:1393, Y:158, rgb(50, 129, 33), AREA: 897, County Area: 2632, Duchy Area: 7296, Kingdom Area: 34075;
8067, b_oshun, Oshun, c_owu, Owu, d_ife, Ife, k_yorubaland, Yorubaland world_africa_west, jungle, inhabitable, X:1389, Y:183, rgb(92, 132, 161), AREA: 716, County Area: 2632, Duchy Area: 7296, Kingdom Area: 34075;
8068, b_ile-ife, Ile-Ife, c_ife, Ife, d_ife, Ife, k_yorubaland, Yorubaland world_africa_west, jungle, inhabitable, X:1410, Y:187, rgb(134, 135, 34), AREA: 657, County Area: 3594, Duchy Area: 7296, Kingdom Area: 34075;
8069, b_ijesha, Ijesha, c_ife, Ife, d_ife, Ife, k_yorubaland, Yorubaland world_africa_west, jungle, inhabitable, X:1416, Y:210, rgb(176, 138, 162), AREA: 951, County Area: 3594, Duchy Area: 7296, Kingdom Area: 34075;
8070, b_siluko, Siluko, c_owu, Owu, d_ife, Ife, k_yorubaland, Yorubaland world_africa_west, jungle, inhabitable, X:1414, Y:141, rgb(8, 141, 35), AREA: 1019, County Area: 2632, Duchy Area: 7296, Kingdom Area: 34075;
8071, b_benin, Benin, c_benin, Benin, d_benin, Benin, k_yorubaland, Yorubaland world_africa_west, jungle, inhabitable, X:1441, Y:133, rgb(50, 144, 163), AREA: 1311, County Area: 3304, Duchy Area: 7751, Kingdom Area: 34075;
8072, b_benin-city, Benin City, c_benin, Benin, d_benin, Benin, k_yorubaland, Yorubaland world_africa_west, jungle, inhabitable, X:1475, Y:125, rgb(92, 147, 36), AREA: 1049, County Area: 3304, Duchy Area: 7751, Kingdom Area: 34075;
8073, b_edo, Edo, c_edo, Edo, d_benin, Benin, k_yorubaland, Yorubaland world_africa_west, jungle, inhabitable, X:1501, Y:144, rgb(134, 150, 164), AREA: 1442, County Area: 4447, Duchy Area: 7751, Kingdom Area: 34075;
8074, b_owo, Owo, c_ife, Ife, d_ife, Ife, k_yorubaland, Yorubaland world_africa_west, jungle, inhabitable, X:1472, Y:180, rgb(176, 153, 37), AREA: 1104, County Area: 3594, Duchy Area: 7296, Kingdom Area: 34075;
8075, b_ondo, Ondo, c_ife, Ife, d_ife, Ife, k_yorubaland, Yorubaland world_africa_west, jungle, inhabitable, X:1429, Y:180, rgb(8, 156, 165), AREA: 882, County Area: 3594, Duchy Area: 7296, Kingdom Area: 34075;
8076, b_osse, Osse, c_edo, Edo, d_benin, Benin, k_yorubaland, Yorubaland world_africa_west, forest, inhabitable, X:1491, Y:179, rgb(50, 159, 38), AREA: 1335, County Area: 4447, Duchy Area: 7751, Kingdom Area: 34075;
8077, b_lokoja, Lokoja, c_kyadya, Kyadya, d_nupe, Nupe, k_igbo-benue, Igbo-Benue world_africa_west, drylands, inhabitable, X:1507, Y:195, rgb(92, 162, 166), AREA: 760, County Area: 1962, Duchy Area: 19460, Kingdom Area: 66237;
8078, b_kakanda, Kakanda, c_kyadya, Kyadya, d_nupe, Nupe, k_igbo-benue, Igbo-Benue world_africa_west, drylands, inhabitable, X:1509, Y:215, rgb(134, 165, 39), AREA: 638, County Area: 1962, Duchy Area: 19460, Kingdom Area: 66237;
8079, b_ikare, Ikare, c_yagba, Yagba, d_oyo, Oyo, k_yorubaland, Yorubaland world_africa_west, forest, inhabitable, X:1486, Y:206, rgb(176, 168, 167), AREA: 743, County Area: 2079, Duchy Area: 11773, Kingdom Area: 34075;
8080, b_ekiti, Ekiti, c_yagba, Yagba, d_oyo, Oyo, k_yorubaland, Yorubaland world_africa_west, forest, inhabitable, X:1452, Y:222, rgb(8, 171, 40), AREA: 645, County Area: 2079, Duchy Area: 11773, Kingdom Area: 34075;
8081, b_ajase_ipo, undefined, c_igbomina, Igbomina, d_oyo, Oyo, k_yorubaland, Yorubaland world_africa_west, forest, inhabitable, X:1422, Y:230, rgb(50, 174, 168), AREA: 589, County Area: 1611, Duchy Area: 11773, Kingdom Area: 34075;
8082, b_idofian, Idofian, c_igbomina, Igbomina, d_oyo, Oyo, k_yorubaland, Yorubaland world_africa_west, forest, inhabitable, X:1442, Y:244, rgb(92, 177, 41), AREA: 562, County Area: 1611, Duchy Area: 11773, Kingdom Area: 34075;
8083, b_giragi, Giragi, c_igbomina, Igbomina, d_oyo, Oyo, k_yorubaland, Yorubaland world_africa_west, drylands, inhabitable, X:1467, Y:250, rgb(134, 180, 169), AREA: 460, County Area: 1611, Duchy Area: 11773, Kingdom Area: 34075;
8084, b_yagba, Yagba, c_yagba, Yagba, d_oyo, Oyo, k_yorubaland, Yorubaland world_africa_west, drylands, inhabitable, X:1489, Y:227, rgb(176, 183, 42), AREA: 691, County Area: 2079, Duchy Area: 11773, Kingdom Area: 34075;
8085, b_kyadya, Kyadya, c_kyadya, Kyadya, d_nupe, Nupe, k_igbo-benue, Igbo-Benue world_africa_west, drylands, inhabitable, X:1498, Y:245, rgb(8, 186, 170), AREA: 564, County Area: 1962, Duchy Area: 19460, Kingdom Area: 66237;
8086, b_ode_itseriki, undefined, c_edo, Edo, d_benin, Benin, k_yorubaland, Yorubaland world_africa_west, jungle, inhabitable, X:1508, Y:101, rgb(50, 189, 43), AREA: 1670, County Area: 4447, Duchy Area: 7751, Kingdom Area: 34075;
8087, b_nembe, Nembe, c_ijaw, Ijaw, d_igboland, Igboland, k_igbo-benue, Igbo-Benue world_africa_west, wetlands, inhabitable, X:1524, Y:38, rgb(92, 192, 171), AREA: 484, County Area: 2830, Duchy Area: 23935, Kingdom Area: 66237;
8088, b_benin_marshes, Benin marshes, c_benin, Benin, d_benin, Benin, k_yorubaland, Yorubaland world_africa_west, wetlands, inhabitable, X:1476, Y:96, rgb(134, 195, 44), AREA: 944, County Area: 3304, Duchy Area: 7751, Kingdom Area: 34075;
8089, none, none, undefined, undefined, none, undefined, none, undefined African, wetlands, impassable_mountains, X:none, Y:none, rgb(176, 198, 172), AREA: 2817, ;
8090, none, none, undefined, undefined, none, undefined, none, undefined African, mountains, impassable_mountains, X:none, Y:none, rgb(8, 201, 45), AREA: 276, ;
8091, none, none, undefined, undefined, none, undefined, none, undefined African, mountains, impassable_mountains, X:none, Y:none, rgb(50, 204, 173), AREA: 700, ;
8092, Niger, none, undefined, undefined, none, undefined, none, undefined African, mountains, river, X:none, Y:none, rgb(92, 207, 46), AREA: 678, ;
8093, Niger, none, undefined, undefined, none, undefined, none, undefined African, mountains, river, X:none, Y:none, rgb(134, 210, 174), AREA: 826, ;
8094, Niger, none, undefined, undefined, none, undefined, none, undefined African, mountains, river, X:none, Y:none, rgb(176, 0, 47), AREA: 518, ;
8095, Niger, none, undefined, undefined, none, undefined, none, undefined African, mountains, river, X:none, Y:none, rgb(8, 3, 175), AREA: 401, ;
8096, Niger, none, undefined, undefined, none, undefined, none, undefined African, mountains, river, X:none, Y:none, rgb(50, 6, 48), AREA: 35, ;
8097, none, none, undefined, undefined, none, undefined, none, undefined African, mountains, impassable_mountains, X:none, Y:none, rgb(92, 9, 176), AREA: 2116, ;
8098, none, none, undefined, undefined, none, undefined, none, undefined African, mountains, impassable_mountains, X:none, Y:none, rgb(134, 12, 49), AREA: 1008, ;
8099, none, none, undefined, undefined, none, undefined, none, undefined African, mountains, impassable_mountains, X:none, Y:none, rgb(176, 15, 177), AREA: 1104, ;
8100, b_lower_guara, Lower Guara, c_opanda, Opanda, d_nupe, Nupe, k_igbo-benue, Igbo-Benue world_africa_west, drylands, inhabitable, X:1524, Y:244, rgb(8, 18, 50), AREA: 1689, County Area: 5609, Duchy Area: 19460, Kingdom Area: 66237;
8101, b_umaisha, Umaisha, c_opanda, Opanda, d_nupe, Nupe, k_igbo-benue, Igbo-Benue world_africa_west, drylands, inhabitable, X:1541, Y:223, rgb(50, 21, 178), AREA: 1262, County Area: 5609, Duchy Area: 19460, Kingdom Area: 66237;
8102, b_opanda, Opanda, c_opanda, Opanda, d_nupe, Nupe, k_igbo-benue, Igbo-Benue world_africa_west, drylands, inhabitable, X:1592, Y:235, rgb(92, 24, 51), AREA: 1195, County Area: 5609, Duchy Area: 19460, Kingdom Area: 66237;
8103, b_guwari, Guwari, c_guwari, Guwari, d_nupe, Nupe, k_igbo-benue, Igbo-Benue world_africa_west, drylands, inhabitable, X:1501, Y:335, rgb(134, 27, 179), AREA: 1907, County Area: 5544, Duchy Area: 19460, Kingdom Area: 66237;
8104, b_moda, Moda, c_keffi, Keffi, d_kwararafa, Kwararafa, k_igbo-benue, Igbo-Benue world_africa_west, drylands, inhabitable, X:1623, Y:217, rgb(176, 30, 52), AREA: 1649, County Area: 5278, Duchy Area: 22842, Kingdom Area: 66237;
8105, b_keffi, Keffi, c_keffi, Keffi, d_kwararafa, Kwararafa, k_igbo-benue, Igbo-Benue world_africa_west, drylands, inhabitable, X:1650, Y:261, rgb(8, 33, 180), AREA: 1765, County Area: 5278, Duchy Area: 22842, Kingdom Area: 66237;
8106, b_gbagye, Gbagye, c_bauchi, Bauchi, d_kwararafa, Kwararafa, k_igbo-benue, Igbo-Benue world_africa_west, drylands, inhabitable, X:1589, Y:312, rgb(50, 36, 53), AREA: 1194, County Area: 8776, Duchy Area: 22842, Kingdom Area: 66237;
8107, b_igala, Igala, c_igala, Igala, d_igboland, Igboland, k_igbo-benue, Igbo-Benue world_africa_west, drylands, inhabitable, X:1556, Y:205, rgb(92, 39, 181), AREA: 1238, County Area: 4190, Duchy Area: 23935, Kingdom Area: 66237;
8108, b_ibah, Ibah, c_igala, Igala, d_igboland, Igboland, k_igbo-benue, Igbo-Benue world_africa_west, drylands, inhabitable, X:1547, Y:179, rgb(134, 42, 54), AREA: 1655, County Area: 4190, Duchy Area: 23935, Kingdom Area: 66237;
8109, b_abakaliki, Abakaliki, c_idoma, Idoma, d_igboland, Igboland, k_igbo-benue, Igbo-Benue world_africa_west, forest, inhabitable, X:1599, Y:129, rgb(176, 45, 182), AREA: 1889, County Area: 7473, Duchy Area: 23935, Kingdom Area: 66237;
8110, b_igbo-ukwu, Igbo-Ukwu, c_igbo, Igbo, d_igboland, Igboland, k_igbo-benue, Igbo-Benue world_africa_west, jungle, inhabitable, X:1569, Y:105, rgb(8, 48, 55), AREA: 1757, County Area: 4854, Duchy Area: 23935, Kingdom Area: 66237;
8111, b_onitsha, Onitsha, c_igbo, Igbo, d_igboland, Igboland, k_igbo-benue, Igbo-Benue world_africa_west, jungle, inhabitable, X:1544, Y:117, rgb(50, 51, 183), AREA: 861, County Area: 4854, Duchy Area: 23935, Kingdom Area: 66237;
8112, b_nsukka, Nsukka, c_igbo, Igbo, d_igboland, Igboland, k_igbo-benue, Igbo-Benue world_africa_west, hills, inhabitable, X:1567, Y:139, rgb(92, 54, 56), AREA: 1062, County Area: 4854, Duchy Area: 23935, Kingdom Area: 66237;
8113, b_east_igala, East Igala, c_igala, Igala, d_igboland, Igboland, k_igbo-benue, Igbo-Benue world_africa_west, drylands, inhabitable, X:1600, Y:183, rgb(134, 57, 184), AREA: 1297, County Area: 4190, Duchy Area: 23935, Kingdom Area: 66237;
8114, b_south_igbo, South Igbo, c_igbo, Igbo, d_igboland, Igboland, k_igbo-benue, Igbo-Benue world_africa_west, jungle, inhabitable, X:1535, Y:86, rgb(176, 60, 57), AREA: 1174, County Area: 4854, Duchy Area: 23935, Kingdom Area: 66237;
8115, b_bonny, Bonny, c_ijaw, Ijaw, d_igboland, Igboland, k_igbo-benue, Igbo-Benue world_africa_west, wetlands, inhabitable, X:1546, Y:57, rgb(8, 63, 185), AREA: 745, County Area: 2830, Duchy Area: 23935, Kingdom Area: 66237;
8116, b_okrika, Okrika, c_ijaw, Ijaw, d_igboland, Igboland, k_igbo-benue, Igbo-Benue world_africa_west, jungle, inhabitable, X:1572, Y:40, rgb(50, 66, 58), AREA: 1601, County Area: 2830, Duchy Area: 23935, Kingdom Area: 66237;
8117, b_calabar, Calabar, c_ibibo, Ibibo, d_igboland, Igboland, k_igbo-benue, Igbo-Benue world_africa_west, jungle, inhabitable, X:1626, Y:56, rgb(92, 69, 186), AREA: 1527, County Area: 4588, Duchy Area: 23935, Kingdom Area: 66237;
8118, b_chukwu, Chukwu, c_ibibo, Ibibo, d_igboland, Igboland, k_igbo-benue, Igbo-Benue world_africa_west, jungle, inhabitable, X:1614, Y:79, rgb(134, 72, 59), AREA: 1483, County Area: 4588, Duchy Area: 23935, Kingdom Area: 66237;
8119, b_uburu, Uburu, c_idoma, Idoma, d_igboland, Igboland, k_igbo-benue, Igbo-Benue world_africa_west, drylands, inhabitable, X:1645, Y:140, rgb(176, 75, 187), AREA: 2123, County Area: 7473, Duchy Area: 23935, Kingdom Area: 66237;
8120, b_otukpo, Otukpo, c_idoma, Idoma, d_igboland, Igboland, k_igbo-benue, Igbo-Benue world_africa_west, drylands, inhabitable, X:1605, Y:158, rgb(8, 78, 60), AREA: 1422, County Area: 7473, Duchy Area: 23935, Kingdom Area: 66237;
8121, b_idoma, Idoma, c_idoma, Idoma, d_igboland, Igboland, k_igbo-benue, Igbo-Benue world_africa_west, drylands, inhabitable, X:1642, Y:188, rgb(50, 81, 188), AREA: 2039, County Area: 7473, Duchy Area: 23935, Kingdom Area: 66237;
8122, b_bende, Bende, c_ibibo, Ibibo, d_igboland, Igboland, k_igbo-benue, Igbo-Benue world_africa_west, forest, inhabitable, X:1655, Y:124, rgb(92, 84, 61), AREA: 1578, County Area: 4588, Duchy Area: 23935, Kingdom Area: 66237;
8123, b_bohi, Bohi, c_bonduku, Bonduku, d_gyaman, Gyaman, k_akan, Akan world_africa_west, forest, inhabitable, X:921, Y:224, rgb(134, 87, 189), AREA: 697, County Area: 3913, Duchy Area: 7834, Kingdom Area: 57409;
8124, b_zanzan, Zanzan, c_bonduku, Bonduku, d_gyaman, Gyaman, k_akan, Akan world_africa_west, forest, inhabitable, X:919, Y:240, rgb(176, 90, 62), AREA: 1060, County Area: 3913, Duchy Area: 7834, Kingdom Area: 57409;
8125, b_nassian, Nassian, c_bonduku, Bonduku, d_gyaman, Gyaman, k_akan, Akan world_africa_west, forest, inhabitable, X:916, Y:264, rgb(8, 93, 190), AREA: 1128, County Area: 3913, Duchy Area: 7834, Kingdom Area: 57409;
8126, b_kulango, Kulango, c_wa, Wa, d_lobi, Lobi, k_kong, Kong world_africa_west, hills, inhabitable, X:938, Y:282, rgb(50, 96, 63), AREA: 1192, County Area: 5445, Duchy Area: 21198, Kingdom Area: 61828;
8127, b_kong, Kong, c_kong, Kong, d_kong, Kong, k_kong, Kong world_africa_west, drylands, inhabitable, X:885, Y:283, rgb(92, 99, 191), AREA: 1138, County Area: 5782, Duchy Area: 22663, Kingdom Area: 61828;
8128, b_dabakala, Dabakala, c_kong, Kong, d_kong, Kong, k_kong, Kong world_africa_west, hills, inhabitable, X:874, Y:252, rgb(134, 102, 64), AREA: 1184, County Area: 5782, Duchy Area: 22663, Kingdom Area: 61828;
8129, b_gyimini, Gyimini, c_kong, Kong, d_kong, Kong, k_kong, Kong world_africa_west, hills, inhabitable, X:844, Y:274, rgb(176, 105, 192), AREA: 1272, County Area: 5782, Duchy Area: 22663, Kingdom Area: 61828;
8130, b_senufo, Senufo, c_kong, Kong, d_kong, Kong, k_kong, Kong world_africa_west, forest, inhabitable, X:859, Y:224, rgb(8, 108, 65), AREA: 1358, County Area: 5782, Duchy Area: 22663, Kingdom Area: 61828;
8131, b_bouake, Bouake, c_nzi, Nzi, d_kong, Kong, k_kong, Kong world_africa_west, drylands, inhabitable, X:808, Y:226, rgb(50, 111, 193), AREA: 1421, County Area: 6156, Duchy Area: 22663, Kingdom Area: 61828;
8132, b_middle_nzi, undefined, c_nzi, Nzi, d_kong, Kong, k_kong, Kong world_africa_west, forest, inhabitable, X:844, Y:180, rgb(92, 114, 66), AREA: 1797, County Area: 6156, Duchy Area: 22663, Kingdom Area: 61828;
8133, b_satama-sokoro, Satama-Sokoro, c_ndenye, Ndenye, d_gyaman, Gyaman, k_akan, Akan world_africa_west, jungle, inhabitable, X:889, Y:217, rgb(134, 117, 194), AREA: 1618, County Area: 3921, Duchy Area: 7834, Kingdom Area: 57409;
8134, b_eastern_nzi, Eastern Nzi, c_nzi, Nzi, d_kong, Kong, k_kong, Kong world_africa_west, jungle, inhabitable, X:872, Y:179, rgb(176, 120, 67), AREA: 1144, County Area: 6156, Duchy Area: 22663, Kingdom Area: 61828;
8135, b_east_attie, East Attie, c_attie, Attie, d_adiukru, Adiukru, k_akan, Akan world_africa_west, jungle, inhabitable, X:916, Y:126, rgb(8, 123, 195), AREA: 1424, County Area: 5344, Duchy Area: 11862, Kingdom Area: 57409;
8136, b_north_attie, North Attie, c_attie, Attie, d_adiukru, Adiukru, k_akan, Akan world_africa_west, jungle, inhabitable, X:900, Y:165, rgb(50, 126, 68), AREA: 1157, County Area: 5344, Duchy Area: 11862, Kingdom Area: 57409;
8137, b_attie, Attie, c_attie, Attie, d_adiukru, Adiukru, k_akan, Akan world_africa_west, jungle, inhabitable, X:863, Y:137, rgb(92, 129, 196), AREA: 1856, County Area: 5344, Duchy Area: 11862, Kingdom Area: 57409;
8138, b_west_attie, West Attie, c_attie, Attie, d_adiukru, Adiukru, k_akan, Akan world_africa_west, jungle, inhabitable, X:829, Y:146, rgb(134, 132, 69), AREA: 907, County Area: 5344, Duchy Area: 11862, Kingdom Area: 57409;
8139, b_boron, Boron, c_boron, Boron, d_kong, Kong, k_kong, Kong world_africa_west, hills, inhabitable, X:778, Y:236, rgb(176, 135, 197), AREA: 1160, County Area: 5145, Duchy Area: 22663, Kingdom Area: 61828;
8140, b_boron-north, Boron-north, c_boron, Boron, d_kong, Kong, k_kong, Kong world_africa_west, hills, inhabitable, X:770, Y:259, rgb(8, 138, 70), AREA: 1241, County Area: 5145, Duchy Area: 22663, Kingdom Area: 61828;
8141, b_bandama, Bandama, c_nzi, Nzi, d_kong, Kong, k_kong, Kong world_africa_west, hills, inhabitable, X:816, Y:180, rgb(50, 141, 198), AREA: 1794, County Area: 6156, Duchy Area: 22663, Kingdom Area: 61828;
8142, b_kweni-east, Kweni-east, c_boron, Boron, d_kong, Kong, k_kong, Kong world_africa_west, drylands, inhabitable, X:771, Y:205, rgb(92, 144, 71), AREA: 1059, County Area: 5145, Duchy Area: 22663, Kingdom Area: 61828;
8143, b_bou, Bou, c_worodugu, Worodugu, d_worodugu, Worodugu, k_kong, Kong world_africa_west, hills, inhabitable, X:750, Y:283, rgb(134, 147, 199), AREA: 1238, County Area: 6985, Duchy Area: 17967, Kingdom Area: 61828;
8144, b_dabou, Dabou, c_dabou, Dabou, d_adiukru, Adiukru, k_akan, Akan world_africa_west, jungle, inhabitable, X:898, Y:98, rgb(176, 150, 72), AREA: 1169, County Area: 2506, Duchy Area: 11862, Kingdom Area: 57409;
8145, b_tiagba, Tiagba, c_dabou, Dabou, d_adiukru, Adiukru, k_akan, Akan world_africa_west, jungle, inhabitable, X:854, Y:91, rgb(8, 153, 200), AREA: 1337, County Area: 2506, Duchy Area: 11862, Kingdom Area: 57409;
8146, b_kweni, Kweni, c_boron, Boron, d_kong, Kong, k_kong, Kong world_africa_west, forest, inhabitable, X:741, Y:208, rgb(50, 156, 73), AREA: 1685, County Area: 5145, Duchy Area: 22663, Kingdom Area: 61828;
8147, b_worodugu, Worodugu, c_worodugu, Worodugu, d_worodugu, Worodugu, k_kong, Kong world_africa_west, drylands, inhabitable, X:699, Y:270, rgb(92, 159, 201), AREA: 1038, County Area: 6985, Duchy Area: 17967, Kingdom Area: 61828;
8148, b_seguela, Seguela, c_worodugu, Worodugu, d_worodugu, Worodugu, k_kong, Kong world_africa_west, forest, inhabitable, X:714, Y:231, rgb(134, 162, 74), AREA: 1248, County Area: 6985, Duchy Area: 17967, Kingdom Area: 61828;
8149, b_koro, Koro, c_worodugu, Worodugu, d_worodugu, Worodugu, k_kong, Kong world_africa_west, hills, inhabitable, X:672, Y:285, rgb(176, 165, 202), AREA: 1008, County Area: 6985, Duchy Area: 17967, Kingdom Area: 61828;
8150, b_barala, Barala, c_konyan, Konyan, d_toro, Toro, k_guinea, Guinea world_africa_west, hills, inhabitable, X:637, Y:281, rgb(8, 168, 75), AREA: 868, County Area: 3852, Duchy Area: 18087, Kingdom Area: 85846;
8151, b_mau, Mau, c_mau, Mau, d_toro, Toro, k_guinea, Guinea world_africa_west, hills, inhabitable, X:649, Y:250, rgb(50, 171, 203), AREA: 1016, County Area: 3819, Duchy Area: 18087, Kingdom Area: 85846;
8152, b_bafinko, Bafinko, c_mau, Mau, d_toro, Toro, k_guinea, Guinea world_africa_west, hills, inhabitable, X:644, Y:223, rgb(92, 174, 76), AREA: 991, County Area: 3819, Duchy Area: 18087, Kingdom Area: 85846;
8153, b_tura, Tura, c_man, Man, d_bassa, Bassa, k_guinea, Guinea world_africa_west, hills, inhabitable, X:687, Y:194, rgb(134, 177, 204), AREA: 1539, County Area: 4236, Duchy Area: 14963, Kingdom Area: 85846;
8154, b_touba, Touba, c_mau, Mau, d_toro, Toro, k_guinea, Guinea world_africa_west, drylands, inhabitable, X:678, Y:247, rgb(176, 180, 77), AREA: 1057, County Area: 3819, Duchy Area: 18087, Kingdom Area: 85846;
8155, b_worodugu_east, Worodugu-east, c_worodugu, Worodugu, d_worodugu, Worodugu, k_kong, Kong world_africa_west, forest, inhabitable, X:724, Y:259, rgb(8, 183, 205), AREA: 757, County Area: 6985, Duchy Area: 17967, Kingdom Area: 61828;
8156, b_karagawa, Karagwa, c_mau, Mau, d_toro, Toro, k_guinea, Guinea world_africa_west, hills, inhabitable, X:619, Y:253, rgb(50, 186, 78), AREA: 755, County Area: 3819, Duchy Area: 18087, Kingdom Area: 85846;
8157, b_beyta, Beyta, c_konyan, Konyan, d_toro, Toro, k_guinea, Guinea world_africa_west, mountains, inhabitable, X:593, Y:261, rgb(92, 189, 206), AREA: 1184, County Area: 3852, Duchy Area: 18087, Kingdom Area: 85846;
8158, b_musadugu, Musadugu, c_konyan, Konyan, d_toro, Toro, k_guinea, Guinea world_africa_west, hills, inhabitable, X:580, Y:279, rgb(134, 192, 79), AREA: 771, County Area: 3852, Duchy Area: 18087, Kingdom Area: 85846;
8159, b_macenta, Macenta, c_toma, Toma, d_toro, Toro, k_guinea, Guinea world_africa_west, hills, inhabitable, X:552, Y:272, rgb(176, 195, 207), AREA: 874, County Area: 2601, Duchy Area: 18087, Kingdom Area: 85846;
8160, b_toma_toro, Toma, c_toma, Toma, d_toro, Toro, k_guinea, Guinea world_africa_west, hills, inhabitable, X:546, Y:226, rgb(8, 198, 80), AREA: 1098, County Area: 2601, Duchy Area: 18087, Kingdom Area: 85846;
8161, b_buzye, Buzye, c_toma, Toma, d_toro, Toro, k_guinea, Guinea world_africa_west, hills, inhabitable, X:560, Y:236, rgb(50, 201, 208), AREA: 629, County Area: 2601, Duchy Area: 18087, Kingdom Area: 85846;
8162, b_guerze, Guerze, c_nuon, Nuon, d_bassa, Bassa, k_guinea, Guinea world_africa_west, mountains, inhabitable, X:582, Y:222, rgb(92, 204, 81), AREA: 1859, County Area: 7290, Duchy Area: 14963, Kingdom Area: 85846;
8163, b_falanko, Falanko, c_kisi, Kisi, d_loma, Loma, k_mali, Mali world_africa_west, hills, inhabitable, X:522, Y:268, rgb(134, 207, 209), AREA: 756, County Area: 4188, Duchy Area: 10795, Kingdom Area: 71894;
8164, b_kisi, Kisi, c_kisi, Kisi, d_loma, Loma, k_mali, Mali world_africa_west, hills, inhabitable, X:494, Y:257, rgb(176, 210, 82), AREA: 1182, County Area: 4188, Duchy Area: 10795, Kingdom Area: 71894;
